"";"kolarstwo1";"kolarstwo2";"kolarstwo3";"kolarstwo4";"muzyka1";"muzyka2";"muzyka3";"muzyka4";"Pi³kaNo¿na1";"Pi³kaNo¿na2";"Pi³kaNo¿na3";"Pi³kaNo¿na4";"SprzêtElektroniczny1";"SprzêtElektroniczny2";"SprzêtElektroniczny3";"SprzêtElektroniczny4";"Szachy1";"Szachy2";"Szachy3";"Szachy4"
"tematyka";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"temperatura";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
"tempo";0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"temporalnoœci";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ten";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tendencja";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"teoretyczny";0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"teoretyk";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"teoria";0;0;0;0;5;0;2;8;0;0;0;0;0;0;0;0;0;0;1;0
"teraflop";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"terapeutyczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"termin";0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
"terrell";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"test";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"testo";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"testowy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"tetrachord";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"texte";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"têtno";0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"the";0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
"things";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"thomas";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"thompson";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tirówa";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tkanka";9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tle";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"tlen";2;11;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tlenowy";1;6;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"t³umaczenie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"t³umaczyæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"t³usty";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"t³uszcz";2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"t³uszcza";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"t³uszczowy";9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"toczyæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"token";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"tomasz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"tomaszewski";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"tonalnoœæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"tonika";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"topowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"tour";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"towar";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"towarzyski";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"towarzystwo";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"towarzyszyæ";0;0;0;0;1;3;0;0;0;0;0;1;0;4;0;0;0;0;0;0
"to¿samy";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"traciæ";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tradycyjny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"trafiaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"trafiæ";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"tragedia";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tragiczny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"trajektoria";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"trakt";0;0;2;1;0;0;0;1;0;1;2;0;0;0;0;0;1;0;0;0
"traktat";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"traktowaæ";0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
"transcendencja";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"transcendentny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"trap";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trasa";0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tr¹ba";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trener";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
"trening";8;23;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"treningowy";10;6;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trenowaæ";1;2;4;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"trochê";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"trójdŸwiêk";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"trudniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"trudno";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"trudnoœæ";0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"trudny";1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"trwaæ";0;5;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0
"trwa³y";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"tryb";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"tryba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"trzcina";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzech";0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzeci";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"trzy";0;2;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0
"trzymaæ";0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0
"trzymaj¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"tuñczyk";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"turecki";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"turlej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"turniej";0;0;0;0;0;0;0;0;0;0;5;7;0;0;0;0;0;2;1;1
"turniejowy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"tutaj";0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;2;0;2;0;0
"twardy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"twarogowy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twierdzenie";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"twierdziæ";0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;2;0;0;1
"twitchtvinfoszach";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"twoich";0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"twoja";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twoje";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"twojego";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tworz¹c";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"tworzyæ";0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;2;0
"twórca";0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twórczoœæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"twórczy";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"tych¿e";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"tygodni";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"tygodnia";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tygodniach";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tygodnie";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"tygodniowy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tygodniu";1;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"tyle";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"tylu";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"typ";0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"type";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"typowy";0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
"tysi¹c";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0
"tytu³";0;0;0;0;0;2;1;0;0;0;2;0;0;1;0;0;0;0;0;0
"tzn";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ubieg³oroczny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"ubieg³y";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"ubiór";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uboczny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ubranie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"ubytek";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uchroniæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"ucieczka";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uciekaj¹c";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uczciwy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"uczelnia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"uczeñ";0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
"uczestniczyæ";1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"uczestnik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
"uczony";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"uczucie";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uczuæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uczyæ";0;0;0;0;1;0;1;0;2;0;0;0;0;1;0;0;0;0;3;0
"uczyniæ";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"udaæ";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"udany";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uderzaæ";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uderzenie";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uderzyæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"udoskonaliæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"udowodniæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"udzia³";3;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1
"udzielaæ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"uefa";0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
"ugarit";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ujawniaj¹c";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ujêcie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ujœcie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ukaraæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"ukierunkowaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uk³ad";0;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"ukoñczyæ";0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ukryæ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"ukrywaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0
"ukszta³towaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"ulec";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"ulegn¹æ";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"ulica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"ultra";0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ultramaraton";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ultramaratonach";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ultramaratonów";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ultramaratonu";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ultras";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"ulubiæ";0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0
"u³atwiaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"umiar";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umiarkowany";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umieæ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"umiejêtnoœæ";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14;1;1;3
"umiejscowiæ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"umieszczaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"umieœciæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"umilaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umiliæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umotywowaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"umwelt";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"umyœlne";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"unia";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"unikaj¹c";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"unikn¹æ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"union";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"university";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"uniwersalny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uniwersum";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"uniwersytet";0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"unormowaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"uogólniæ";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"upadek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"upalny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"upa³";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"uparty";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uporaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"uporczywie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"upoœledzaæ";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uprawiaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uprawniaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"uproszczenie";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"uprzywilejowaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"urodziæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"urodzony";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uros³a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"urugwaju";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"urz¹dzenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
"usi³owaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"us³yszeæ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"usprawnienie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"usta";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ustalaj¹c";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ustaliæ";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0
"ustanowiæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"ustawa";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"ustawiæ";0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0
"ustêpowaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"usun¹æ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"usystematyzowaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uszczegó³owiæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uszczupliæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uszkodzenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"uszkodziæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"uœwiadomiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"utalentowany";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"utrata";0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"utrudniaj¹c";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"utrudniæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"utrzymaæ";1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"utrzymywaæ";1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"utworzyæ";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"utwór";0;0;0;0;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"uwaga";11;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;1;0
"uwa¿aæ";0;0;0;1;0;5;4;0;0;0;0;0;0;0;0;0;1;0;0;0
"uwielbiaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"uwielbienie";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwiêziona";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"uwzglêdniaæ";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"uwzglêdniæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"uzale¿niona";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzale¿niony";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzasadnienie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uznaæ";1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uznaj¹c";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uznawaæ";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"uzupe³nienie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
"uzurpowaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzyskaæ";1;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uzyskiwaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"u¿yæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"u¿ytkowanie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"u¿ytkownik";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
"u¿ytych";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"u¿ywaæ";1;0;0;1;0;6;1;0;0;0;0;0;0;0;1;0;1;0;0;0
"u¿ywaj¹c";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"u¿ywka";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"van";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vancouver";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"victoria";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"vivaldi";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vivaldiego";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vmax";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vomax";0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"von";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"vorstellung";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wac³aw";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wad";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"waga";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wahaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"walczak";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"walczyæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0
"walka";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"walor";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0
"wam";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"warcraft";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"wariacja";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wariant";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"warto";2;1;7;4;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;3
"wartoœæ";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"wartym";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"warunek";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"warunki";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"warzywo";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"was";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"wa¿niejszy";0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"wa¿ny";1;4;0;2;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2
"w¹tpliwy";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"w¹trobowy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wbicie";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"wbrew";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"wcale";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0
"wchodziæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"wci¹¿";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"wczesnoszkolny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
